ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
202557_at	0.80493	6.46e-01	-4.74e-01	-6.44431	-0.06176816	HSPA13	heat shock protein family A (Hsp70) member 13
205409_at	0.805033	6.46e-01	-4.74e-01	-6.4444	-0.0488585	FOSL2	FOS like 2, AP-1 transcription factor subunit
205800_at	0.805047	6.46e-01	4.74e-01	-6.44443	0.05011586	SLC3A1	solute carrier family 3 member 1
206001_at	0.805064	6.46e-01	4.74e-01	-6.4445	0.04491653	NPY	neuropeptide Y
221041_s_at	0.805064	6.46e-01	4.74e-01	-6.44452	0.07285184	SLC17A5	solute carrier family 17 member 5
200688_at	0.805064	6.46e-01	-4.74e-01	-6.44452	-0.04027216	SF3B3	splicing factor 3b subunit 3
215346_at	0.805153	6.47e-01	4.74e-01	-6.4446	0.08822575	CD40	CD40 molecule
209772_s_at	0.805274	6.47e-01	-4.74e-01	-6.4447	-0.05199291	CD24	CD24 molecule
201736_s_at	0.805309	6.47e-01	-4.73e-01	-6.44476	-0.08033396	MARCH6	membrane associated ring-CH-type finger 6
206049_at	0.805309	6.47e-01	4.73e-01	-6.44477	0.0484986	SELP	selectin P
203713_s_at	0.805344	6.47e-01	4.73e-01	-6.44484	0.04890026	LLGL2	LLGL2, scribble cell polarity complex component
211803_at	0.805344	6.47e-01	4.73e-01	-6.44485	0.03805245	CDK2	cyclin dependent kinase 2
219318_x_at	0.805344	6.47e-01	-4.73e-01	-6.44488	-0.02978588	MED31	mediator complex subunit 31
212311_at	0.805344	6.47e-01	4.73e-01	-6.4449	0.33538347	SEL1L3	SEL1L family member 3
210713_at	0.805344	6.47e-01	-4.73e-01	-6.44494	-0.03839092	ITSN1	intersectin 1
222024_s_at	0.805344	6.47e-01	4.73e-01	-6.445	0.07135632	AKAP13	A-kinase anchoring protein 13
205443_at	0.805344	6.47e-01	-4.73e-01	-6.44502	-0.09023171	SNAPC1	small nuclear RNA activating complex polypeptide 1
208691_at	0.805344	6.47e-01	-4.73e-01	-6.44503	-0.04296477	TFRC	transferrin receptor
201445_at	0.805344	6.47e-01	4.73e-01	-6.44503	0.20220149	CNN3	calponin 3
203901_at	0.805344	6.47e-01	4.73e-01	-6.44506	0.03713849	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
209976_s_at	0.805347	6.47e-01	-4.73e-01	-6.44509	-0.06979546	CYP2E1	cytochrome P450 family 2 subfamily E member 1
218233_s_at	0.805347	6.47e-01	-4.73e-01	-6.44511	-0.04570315	TOMM6///PRICKLE4	translocase of outer mitochondrial membrane 6///prickle planar cell polarity protein 4
216146_at	0.805481	6.47e-01	4.72e-01	-6.44524	0.03518258		
219236_at	0.805481	6.47e-01	4.72e-01	-6.44526	0.04948885	PAQR6	progestin and adipoQ receptor family member 6
212164_at	0.805481	6.47e-01	-4.72e-01	-6.44527	-0.09835497	TMEM183B///TMEM183A	transmembrane protein 183B///transmembrane protein 183A
205678_at	0.805591	6.48e-01	4.72e-01	-6.44537	0.03984577	AP3B2	adaptor related protein complex 3 beta 2 subunit
212092_at	0.805591	6.48e-01	4.72e-01	-6.44539	0.03040959	PEG10	paternally expressed 10
204364_s_at	0.805599	6.48e-01	-4.72e-01	-6.44542	-0.0430596	REEP1	receptor accessory protein 1
216279_at	0.806013	6.48e-01	-4.72e-01	-6.44568	-0.03466858	ZNF460	zinc finger protein 460
216835_s_at	0.806014	6.48e-01	4.71e-01	-6.44571	0.03866493	DOK1	docking protein 1
221787_at	0.8061	6.48e-01	-4.71e-01	-6.44579	-0.07763877	C6orf120	chromosome 6 open reading frame 120
211508_s_at	0.806155	6.48e-01	-4.71e-01	-6.44585	-0.03097256	GH2	growth hormone 2
209659_s_at	0.806173	6.48e-01	-4.71e-01	-6.44588	-0.03749042	CDC16	cell division cycle 16
41660_at	0.806182	6.48e-01	4.71e-01	-6.44591	0.0526328	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
200067_x_at	0.806221	6.48e-01	-4.71e-01	-6.44597	-0.03745152	SNX3	sorting nexin 3
211304_x_at	0.806221	6.48e-01	-4.71e-01	-6.44601	-0.06243186	KCNJ5	potassium voltage-gated channel subfamily J member 5
205531_s_at	0.806221	6.48e-01	4.71e-01	-6.44602	0.04143825	GLS2	glutaminase 2
216451_at	0.806265	6.49e-01	4.71e-01	-6.4461	0.04661984	STK38	serine/threonine kinase 38
206989_s_at	0.806265	6.49e-01	-4.71e-01	-6.44613	-0.05030021	SCAF11	SR-related CTD associated factor 11
206993_at	0.806265	6.49e-01	-4.71e-01	-6.44613	-0.05316172	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)
207643_s_at	0.806265	6.49e-01	-4.71e-01	-6.44617	-0.05484147	TNFRSF1A	TNF receptor superfamily member 1A
205359_at	0.806265	6.49e-01	4.71e-01	-6.44617	0.19139163	AKAP6	A-kinase anchoring protein 6
219230_at	0.806282	6.49e-01	-4.70e-01	-6.44621	-0.07327973	TMEM100	transmembrane protein 100
200027_at	0.806525	6.49e-01	-4.70e-01	-6.44638	-0.06944993	NARS	asparaginyl-tRNA synthetase
202085_at	0.806658	6.49e-01	-4.70e-01	-6.44648	-0.1875311	TJP2	tight junction protein 2
210027_s_at	0.806726	6.49e-01	-4.70e-01	-6.44655	-0.05975868	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
202158_s_at	0.80675	6.49e-01	-4.70e-01	-6.44659	-0.13360207	CELF2	CUGBP, Elav-like family member 2
222082_at	0.807075	6.50e-01	4.69e-01	-6.4468	0.06932912	ZBTB7A	zinc finger and BTB domain containing 7A
219850_s_at	0.807128	6.50e-01	-4.69e-01	-6.4469	-0.02811138	EHF	ETS homologous factor
205336_at	0.807128	6.50e-01	4.69e-01	-6.44693	0.04818787	PVALB	parvalbumin
215429_s_at	0.807128	6.50e-01	4.69e-01	-6.44694	0.03999066	ZNF428	zinc finger protein 428
210868_s_at	0.807128	6.50e-01	-4.69e-01	-6.44694	-0.09686431	ELOVL6	ELOVL fatty acid elongase 6
217633_at	0.807189	6.50e-01	-4.69e-01	-6.447	-0.05965259	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
211177_s_at	0.807362	6.50e-01	4.69e-01	-6.44712	0.06297912	TXNRD2	thioredoxin reductase 2
208133_at	0.807459	6.50e-01	-4.68e-01	-6.44721	-0.03857229	RFC1	replication factor C subunit 1
216872_at	0.807472	6.50e-01	-4.68e-01	-6.44724	-0.05193834		
218806_s_at	0.807507	6.50e-01	4.68e-01	-6.44729	0.03727059	VAV3	vav guanine nucleotide exchange factor 3
219484_at	0.807572	6.50e-01	-4.68e-01	-6.44736	-0.06996006	HCFC2	host cell factor C2
215183_at	0.807572	6.50e-01	4.68e-01	-6.44738	0.03704808		
206342_x_at	0.807639	6.50e-01	4.68e-01	-6.44744	0.07906802	IDS	iduronate 2-sulfatase
214987_at	0.807674	6.51e-01	4.68e-01	-6.44754	0.03799142	GAB1	GRB2 associated binding protein 1
213083_at	0.807674	6.51e-01	4.68e-01	-6.44758	0.0326563	SLC35D2	solute carrier family 35 member D2
221685_s_at	0.807674	6.51e-01	4.68e-01	-6.44758	0.09518563	SPDL1	spindle apparatus coiled-coil protein 1
209523_at	0.807674	6.51e-01	-4.68e-01	-6.44758	-0.04948583	TAF2	TATA-box binding protein associated factor 2
216720_at	0.807674	6.51e-01	4.68e-01	-6.44759	0.02681498	CYP2U1	cytochrome P450 family 2 subfamily U member 1
212984_at	0.807731	6.51e-01	-4.68e-01	-6.44766	-0.04371217	ATF2	activating transcription factor 2
208296_x_at	0.807731	6.51e-01	-4.68e-01	-6.44768	-0.15329682	TNFAIP8	TNF alpha induced protein 8
212154_at	0.807799	6.51e-01	4.67e-01	-6.44778	0.15000675	SDC2	syndecan 2
212856_at	0.807799	6.51e-01	4.67e-01	-6.44782	0.08811561	GRAMD4	GRAM domain containing 4
209560_s_at	0.807799	6.51e-01	4.67e-01	-6.44784	0.02654334	DLK1	delta like non-canonical Notch ligand 1
216921_s_at	0.807799	6.51e-01	4.67e-01	-6.44787	0.03445515	KRT35	keratin 35
205164_at	0.807799	6.51e-01	4.67e-01	-6.44787	0.08760229	GCAT	glycine C-acetyltransferase
213803_at	0.807799	6.51e-01	-4.67e-01	-6.44787	-0.0630665	KPNB1	karyopherin subunit beta 1
208798_x_at	0.807957	6.51e-01	-4.67e-01	-6.44803	-0.19136719	GOLGA8A	golgin A8 family member A
200042_at	0.807957	6.51e-01	-4.67e-01	-6.44805	-0.0410164	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
209743_s_at	0.807957	6.51e-01	-4.67e-01	-6.44805	-0.08349881	ITCH	itchy E3 ubiquitin protein ligase
204419_x_at	0.807957	6.51e-01	4.67e-01	-6.44809	0.03938326	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
208450_at	0.807957	6.51e-01	4.67e-01	-6.44809	0.03267778	LGALS2	galectin 2
218817_at	0.808174	6.52e-01	-4.66e-01	-6.44825	-0.10963281	SPCS3	signal peptidase complex subunit 3
202168_at	0.808284	6.52e-01	4.66e-01	-6.44834	0.05065663	AK6///TAF9	adenylate kinase 6///TATA-box binding protein associated factor 9
215935_at	0.808358	6.52e-01	4.66e-01	-6.4484	0.03653638	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
210115_at	0.808402	6.52e-01	4.66e-01	-6.44846	0.13458325	RPL39L	ribosomal protein L39 like
208812_x_at	0.808536	6.52e-01	-4.66e-01	-6.44858	-0.06300117	HLA-C	major histocompatibility complex, class I, C
207265_s_at	0.808536	6.52e-01	4.66e-01	-6.44859	0.07557965	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
207678_s_at	0.808642	6.52e-01	4.66e-01	-6.44867	0.04130692	SOX30	SRY-box 30
219936_s_at	0.808677	6.52e-01	4.65e-01	-6.44872	0.03211453	GPR87	G protein-coupled receptor 87
206270_at	0.808772	6.52e-01	4.65e-01	-6.4488	0.04469936	PRKCG	protein kinase C gamma
211966_at	0.808772	6.52e-01	4.65e-01	-6.44885	0.2831131	COL4A2	collagen type IV alpha 2 chain
207746_at	0.808772	6.52e-01	4.65e-01	-6.44885	0.0665661	POLQ	DNA polymerase theta
214644_at	0.80886	6.53e-01	4.65e-01	-6.44893	0.03327504	HIST1H2AK	histone cluster 1, H2ak
219794_at	0.809018	6.53e-01	-4.65e-01	-6.44905	-0.11500394	VPS53	VPS53, GARP complex subunit
207937_x_at	0.809018	6.53e-01	-4.65e-01	-6.44907	-0.03958084	FGFR1	fibroblast growth factor receptor 1
36566_at	0.809059	6.53e-01	-4.65e-01	-6.44912	-0.0757013	CTNS	cystinosin, lysosomal cystine transporter
215729_s_at	0.809096	6.53e-01	-4.65e-01	-6.44917	-0.03486738	VGLL1	vestigial like family member 1
210791_s_at	0.809127	6.53e-01	-4.64e-01	-6.44921	-0.0495332	ARHGAP32	Rho GTPase activating protein 32
208505_s_at	0.809145	6.53e-01	4.64e-01	-6.44925	0.02920649	FUT2	fucosyltransferase 2
218411_s_at	0.809145	6.53e-01	4.64e-01	-6.44927	0.06226856	MBIP	MAP3K12 binding inhibitory protein 1
219776_s_at	0.809153	6.53e-01	4.64e-01	-6.4493	0.06713988		
209802_at	0.80925	6.53e-01	-4.64e-01	-6.4494	-0.04453537	PHLDA2	pleckstrin homology like domain family A member 2
206447_at	0.80925	6.53e-01	-4.64e-01	-6.44941	-0.033381	CELA2A///CELA2B	chymotrypsin like elastase family member 2A///chymotrypsin like elastase family member 2B
208305_at	0.809298	6.53e-01	4.64e-01	-6.44947	0.03942302	PGR	progesterone receptor
208406_s_at	0.809298	6.53e-01	4.64e-01	-6.44949	0.05819958	GRAP2	GRB2-related adaptor protein 2
211525_s_at	0.809466	6.53e-01	4.64e-01	-6.44962	0.02755347	GP5	glycoprotein V platelet
220385_at	0.809466	6.54e-01	-4.64e-01	-6.44964	-0.03121075	JPH2	junctophilin 2
35150_at	0.809514	6.54e-01	4.63e-01	-6.44969	0.05295051	CD40	CD40 molecule
204937_s_at	0.809588	6.54e-01	-4.63e-01	-6.44976	-0.10519898	ZNF274	zinc finger protein 274
209293_x_at	0.80962	6.54e-01	4.63e-01	-6.44982	0.24800671	ID4	inhibitor of DNA binding 4, HLH protein
220776_at	0.80962	6.54e-01	-4.63e-01	-6.44983	-0.03433045	KCNJ14	potassium voltage-gated channel subfamily J member 14
209221_s_at	0.810024	6.54e-01	-4.63e-01	-6.45009	-0.03283925	OSBPL2	oxysterol binding protein like 2
219426_at	0.810321	6.54e-01	-4.62e-01	-6.45028	-0.06136447	AGO3	argonaute 3, RISC catalytic component
217252_at	0.810333	6.54e-01	-4.62e-01	-6.45033	-0.03723742		
216180_s_at	0.810333	6.55e-01	-4.62e-01	-6.45034	-0.08050393	SYNJ2	synaptojanin 2
205985_x_at	0.810514	6.55e-01	-4.62e-01	-6.4505	-0.03756857	CLCNKB	chloride voltage-gated channel Kb
219846_at	0.810514	6.55e-01	-4.62e-01	-6.45052	-0.06726734	GON4L	gon-4 like
222038_s_at	0.810514	6.55e-01	4.62e-01	-6.45052	0.04698331	UTP18	UTP18, small subunit processome component
204923_at	0.810515	6.55e-01	4.62e-01	-6.45055	0.05012664	SASH3	SAM and SH3 domain containing 3
216086_at	0.810765	6.55e-01	4.61e-01	-6.45072	0.03250112	SV2C	synaptic vesicle glycoprotein 2C
204370_at	0.810799	6.55e-01	-4.61e-01	-6.45081	-0.04813073	CLP1	cleavage and polyadenylation factor I subunit 1
206580_s_at	0.810799	6.55e-01	4.61e-01	-6.45081	0.05764147	EFEMP2	EGF containing fibulin like extracellular matrix protein 2
217879_at	0.810799	6.55e-01	4.61e-01	-6.45082	0.05172269	CDC27	cell division cycle 27
213822_s_at	0.810833	6.55e-01	4.61e-01	-6.45088	0.08695098	UBE3B	ubiquitin protein ligase E3B
214618_at	0.810833	6.55e-01	4.61e-01	-6.45089	0.03768098	CFLAR	CASP8 and FADD like apoptosis regulator
210581_x_at	0.810833	6.55e-01	-4.61e-01	-6.45093	-0.06843183	PATZ1	POZ/BTB and AT hook containing zinc finger 1
220569_at	0.810833	6.55e-01	4.61e-01	-6.45094	0.03722496		
219589_s_at	0.81089	6.55e-01	4.61e-01	-6.451	0.03317395	TMEM143	transmembrane protein 143
219614_s_at	0.810891	6.55e-01	4.61e-01	-6.45102	0.03568818	SLC6A20	solute carrier family 6 member 20
210937_s_at	0.810962	6.56e-01	4.61e-01	-6.45109	0.03609209	PDX1	pancreatic and duodenal homeobox 1
205499_at	0.811001	6.56e-01	-4.61e-01	-6.45114	-0.14460255	SRPX2	sushi repeat containing protein, X-linked 2
218591_s_at	0.811002	6.56e-01	4.60e-01	-6.45118	0.04642807	NOL10	nucleolar protein 10
200779_at	0.811002	6.56e-01	-4.60e-01	-6.45119	-0.06545392	ATF4	activating transcription factor 4
200909_s_at	0.811063	6.56e-01	4.60e-01	-6.45125	0.03658271	SNORA52///RPLP2	small nucleolar RNA, H/ACA box 52///ribosomal protein lateral stalk subunit P2
214253_s_at	0.811322	6.56e-01	-4.60e-01	-6.45145	-0.06222092	DTNB	dystrobrevin beta
208273_at	0.811322	6.56e-01	4.60e-01	-6.45147	0.04312801	ZNF670-ZNF695///ZNF670///ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)///zinc finger protein 670///zinc finger protein 695
211099_s_at	0.811322	6.56e-01	-4.60e-01	-6.45147	-0.0509089	CNGB1	cyclic nucleotide gated channel beta 1
208287_at	0.811352	6.56e-01	-4.60e-01	-6.45152	-0.04035705	HCG9	HLA complex group 9 (non-protein coding)
222203_s_at	0.811363	6.56e-01	-4.60e-01	-6.45155	-0.03857407	NT5C1B-RDH14///RDH14	NT5C1B-RDH14 readthrough///retinol dehydrogenase 14 (all-trans/9-cis/11-cis)
208626_s_at	0.811405	6.56e-01	4.60e-01	-6.4516	0.08295948	VAT1	vesicle amine transport 1
206958_s_at	0.811419	6.56e-01	4.59e-01	-6.45163	0.05237268	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
215881_x_at	0.811573	6.56e-01	4.59e-01	-6.45174	0.05164116	SSX2B///SSX3///SSX2	SSX family member 2B///SSX family member 3///SSX family member 2
206653_at	0.811576	6.57e-01	4.59e-01	-6.45177	0.08774455	POLR3G	RNA polymerase III subunit G
203697_at	0.811649	6.57e-01	4.59e-01	-6.45184	0.0416552	FRZB	frizzled-related protein
219694_at	0.811764	6.57e-01	-4.59e-01	-6.45193	-0.03256519	FAM105A	family with sequence similarity 105 member A
205417_s_at	0.811779	6.57e-01	-4.59e-01	-6.45197	-0.05502349	DAG1	dystroglycan 1
219427_at	0.811779	6.57e-01	-4.59e-01	-6.45199	-0.12541568	FAT4	FAT atypical cadherin 4
217902_s_at	0.811804	6.57e-01	-4.59e-01	-6.45205	-0.08681147	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2
214299_at	0.811804	6.57e-01	4.59e-01	-6.45205	0.04223774	TOP3A	topoisomerase (DNA) III alpha
202309_at	0.81204	6.57e-01	-4.58e-01	-6.45221	-0.06345168	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
209409_at	0.81204	6.57e-01	-4.58e-01	-6.45225	-0.06177236	GRB10	growth factor receptor bound protein 10
219902_at	0.81204	6.57e-01	-4.58e-01	-6.45227	-0.31871395	BHMT2	betaine--homocysteine S-methyltransferase 2
213160_at	0.81204	6.57e-01	-4.58e-01	-6.45229	-0.13096228	DOCK2	dedicator of cytokinesis 2
211991_s_at	0.812048	6.57e-01	-4.58e-01	-6.45232	-0.14137298	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
202904_s_at	0.812069	6.57e-01	4.58e-01	-6.4524	0.03850131	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
34063_at	0.812069	6.57e-01	4.58e-01	-6.45241	0.04658329	RECQL5	RecQ like helicase 5
209203_s_at	0.812069	6.57e-01	4.58e-01	-6.45241	0.08751609	BICD2	BICD cargo adaptor 2
218972_at	0.81215	6.58e-01	-4.58e-01	-6.45248	-0.04893037	TTC17	tetratricopeptide repeat domain 17
203904_x_at	0.812322	6.58e-01	4.57e-01	-6.4526	0.06293946	CD82	CD82 molecule
207662_at	0.812538	6.58e-01	-4.57e-01	-6.45275	-0.0354082	TBX1	T-box 1
201492_s_at	0.812734	6.58e-01	4.57e-01	-6.45289	0.02623841	RPL41	ribosomal protein L41
205165_at	0.812767	6.58e-01	4.57e-01	-6.45293	0.04046713	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3
219856_at	0.81282	6.58e-01	4.57e-01	-6.45299	0.03428419	C1orf116	chromosome 1 open reading frame 116
201555_at	0.813199	6.59e-01	4.56e-01	-6.45323	0.08432184	MCM3	minichromosome maintenance complex component 3
208964_s_at	0.813291	6.59e-01	-4.56e-01	-6.45332	-0.15716457	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
217110_s_at	0.813291	6.59e-01	4.56e-01	-6.45333	0.03354715	MUC4	mucin 4, cell surface associated
201673_s_at	0.813295	6.59e-01	4.56e-01	-6.45336	0.14407314	GYS1	glycogen synthase 1
212946_at	0.813391	6.59e-01	4.56e-01	-6.45344	0.20421614	VWA8	von Willebrand factor A domain containing 8
210580_x_at	0.813391	6.59e-01	4.56e-01	-6.45347	0.04289046	SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3	SLX1B-SULT1A4 readthrough (NMD candidate)///SLX1A-SULT1A3 readthrough (NMD candidate)///sulfotransferase family 1A member 4///sulfotransferase family 1A member 3
216990_at	0.813391	6.59e-01	-4.56e-01	-6.45351	-0.03547083	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
218605_at	0.813391	6.59e-01	-4.56e-01	-6.45355	-0.07151714	TFB2M	transcription factor B2, mitochondrial
207841_at	0.813391	6.59e-01	4.56e-01	-6.45356	0.03687488	SPIN2A	spindlin family member 2A
217093_at	0.813391	6.59e-01	-4.56e-01	-6.45357	-0.04213287	RNASE1	ribonuclease A family member 1, pancreatic
218654_s_at	0.813613	6.59e-01	-4.55e-01	-6.45372	-0.07444968	MRPS33	mitochondrial ribosomal protein S33
213561_at	0.81371	6.59e-01	4.55e-01	-6.4538	0.03169511	MCM9	minichromosome maintenance 9 homologous recombination repair factor
212203_x_at	0.813737	6.59e-01	-4.55e-01	-6.45384	-0.03822358	IFITM3	interferon induced transmembrane protein 3
212771_at	0.813791	6.60e-01	4.55e-01	-6.45389	0.04497192	FAM171A1	family with sequence similarity 171 member A1
203605_at	0.813808	6.60e-01	-4.55e-01	-6.45393	-0.03580008	SRP54	signal recognition particle 54
201154_x_at	0.81382	6.60e-01	-4.55e-01	-6.45396	-0.04315498	SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	small nucleolar RNA, C/D box 18C///small nucleolar RNA, C/D box 18B///small nucleolar RNA, C/D box 18A///small nucleolar RNA, C/D box 16///ribosomal protein L4
205361_s_at	0.81382	6.60e-01	-4.55e-01	-6.45399	-0.03913433	PFDN4	prefoldin subunit 4
219550_at	0.81382	6.60e-01	4.55e-01	-6.45401	0.13178247	ROBO3	roundabout guidance receptor 3
215320_at	0.813911	6.60e-01	-4.54e-01	-6.45409	-0.04667829	SPATA31C2	SPATA31 subfamily C member 2
221330_at	0.813911	6.60e-01	-4.54e-01	-6.45417	-0.12159299	CHRM2	cholinergic receptor muscarinic 2
208411_x_at	0.813911	6.60e-01	-4.54e-01	-6.45418	-0.03008097	PPEF2	protein phosphatase with EF-hand domain 2
207054_at	0.813911	6.60e-01	4.54e-01	-6.45422	0.03260899	IMPG1	interphotoreceptor matrix proteoglycan 1
203686_at	0.813911	6.60e-01	4.54e-01	-6.45424	0.04769042	MPG	N-methylpurine DNA glycosylase
206245_s_at	0.813911	6.60e-01	4.54e-01	-6.45425	0.12064227	IVNS1ABP	influenza virus NS1A binding protein
215617_at	0.813911	6.60e-01	-4.54e-01	-6.45427	-0.07868444	SPATS2L	spermatogenesis associated serine rich 2 like
220529_at	0.813911	6.60e-01	4.54e-01	-6.45428	0.03765879	FLJ11710	uncharacterized protein FLJ11710
213721_at	0.813911	6.60e-01	4.54e-01	-6.45429	0.05085173	SOX2	SRY-box 2
209491_s_at	0.814062	6.60e-01	4.54e-01	-6.4544	0.05046529	CAND1.11///AMPD3	uncharacterized LOC100130460///adenosine monophosphate deaminase 3
219624_at	0.814221	6.60e-01	4.54e-01	-6.45452	0.09965655	BAG4	BCL2 associated athanogene 4
217177_s_at	0.814221	6.60e-01	4.53e-01	-6.45454	0.06353178	PTPRB	protein tyrosine phosphatase, receptor type B
216821_at	0.814234	6.61e-01	-4.53e-01	-6.45457	-0.03903672		
201138_s_at	0.814317	6.61e-01	4.53e-01	-6.45465	0.03886133	SSB	Sjogren syndrome antigen B
208542_x_at	0.814317	6.61e-01	4.53e-01	-6.45467	0.02944103	ZNF718///ZNF595///ZNF208	zinc finger protein 718///zinc finger protein 595///zinc finger protein 208
202762_at	0.814363	6.61e-01	-4.53e-01	-6.45473	-0.10042517	ROCK2	Rho associated coiled-coil containing protein kinase 2
222270_at	0.814363	6.61e-01	-4.53e-01	-6.45475	-0.0410281	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
205378_s_at	0.814482	6.61e-01	-4.53e-01	-6.45484	-0.05203031	ACHE	acetylcholinesterase (Cartwright blood group)
219904_at	0.814509	6.61e-01	4.53e-01	-6.45488	0.05271483	ZSCAN5A	zinc finger and SCAN domain containing 5A
210272_at	0.814625	6.61e-01	-4.53e-01	-6.45497	-0.04646843	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene
217000_at	0.814716	6.61e-01	4.52e-01	-6.45506	0.03557373		
207119_at	0.814716	6.61e-01	-4.52e-01	-6.45507	-0.06331389	PRKG1	protein kinase, cGMP-dependent, type I
210364_at	0.815155	6.62e-01	4.52e-01	-6.45534	0.04688036	SCN2B	sodium voltage-gated channel beta subunit 2
207531_at	0.815223	6.62e-01	4.52e-01	-6.45541	0.03816036	CRYGC	crystallin gamma C
210358_x_at	0.815246	6.62e-01	4.52e-01	-6.45545	0.05600926	GATA2	GATA binding protein 2
218921_at	0.815424	6.62e-01	4.51e-01	-6.45557	0.07920845	SIGIRR	single Ig and TIR domain containing
214825_at	0.815553	6.62e-01	4.51e-01	-6.45568	0.24485835	FAM155A	family with sequence similarity 155 member A
217917_s_at	0.815553	6.62e-01	-4.51e-01	-6.45569	-0.04154621	DYNLRB1	dynein light chain roadblock-type 1
219017_at	0.815694	6.62e-01	-4.51e-01	-6.45581	-0.09923395	ETNK1	ethanolamine kinase 1
210704_at	0.815694	6.62e-01	-4.51e-01	-6.45585	-0.02684538	FEZ2	fasciculation and elongation protein zeta 2
208049_s_at	0.815694	6.62e-01	-4.51e-01	-6.45587	-0.05168249	TACR1	tachykinin receptor 1
220135_s_at	0.815694	6.62e-01	4.51e-01	-6.45587	0.04949673	SLC7A9	solute carrier family 7 member 9
205262_at	0.815803	6.63e-01	4.51e-01	-6.45596	0.037245	KCNH2	potassium voltage-gated channel subfamily H member 2
209124_at	0.815805	6.63e-01	-4.50e-01	-6.45599	-0.0570593	MYD88	myeloid differentiation primary response 88
205954_at	0.81587	6.63e-01	4.50e-01	-6.45605	0.03992324	RXRG	retinoid X receptor gamma
217242_at	0.815923	6.63e-01	-4.50e-01	-6.4561	-0.05524808	ZNF154	zinc finger protein 154
210360_s_at	0.816255	6.63e-01	4.50e-01	-6.45631	0.03616822	MTSS1	metastasis suppressor 1
209679_s_at	0.81634	6.63e-01	4.50e-01	-6.45638	0.08923291	SMAGP	small cell adhesion glycoprotein
201697_s_at	0.816378	6.63e-01	4.50e-01	-6.45643	0.04057087	DNMT1	DNA (cytosine-5-)-methyltransferase 1
215647_at	0.816419	6.63e-01	-4.49e-01	-6.45654	-0.04767379		
220163_s_at	0.816419	6.63e-01	-4.49e-01	-6.45655	-0.04355769	HR	hair growth associated
218992_at	0.816419	6.63e-01	-4.49e-01	-6.45658	-0.09023369	PLGRKT	plasminogen receptor with a C-terminal lysine
217972_at	0.816419	6.63e-01	4.49e-01	-6.45659	0.05256891	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3
214282_at	0.816419	6.64e-01	-4.49e-01	-6.45662	-0.03199168		
219690_at	0.816419	6.64e-01	4.49e-01	-6.45662	0.04507383	IGFLR1	IGF like family receptor 1
220129_at	0.816419	6.64e-01	-4.49e-01	-6.45663	-0.07660396	CCDC169-SOHLH2///SOHLH2	CCDC169-SOHLH2 readthrough///spermatogenesis and oogenesis specific basic helix-loop-helix 2
209778_at	0.816494	6.64e-01	-4.49e-01	-6.4567	-0.07957964	TRIP11	thyroid hormone receptor interactor 11
222001_x_at	0.816502	6.64e-01	4.49e-01	-6.45676	0.12456948	LINC00623///LINC00869	long intergenic non-protein coding RNA 623///long intergenic non-protein coding RNA 869
216342_x_at	0.816502	6.64e-01	4.49e-01	-6.45676	0.05723644		
207572_at	0.816502	6.64e-01	4.49e-01	-6.45678	0.04414444	EFCAB2	EF-hand calcium binding domain 2
215618_at	0.816539	6.64e-01	-4.49e-01	-6.45682	-0.07221204	RSU1	Ras suppressor protein 1
211403_x_at	0.816618	6.64e-01	4.49e-01	-6.45689	0.03282059	VCX2	variable charge, X-linked 2
221140_s_at	0.816694	6.64e-01	4.48e-01	-6.45698	0.04459381	GPR132	G protein-coupled receptor 132
