Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010232,vascular transport,19_GO:0051179 localization,-2.5,6.8,4.5,30284,87,205,4,2,0.97,493|3764|6533|10060,ATP2B4|KCNJ8|SLC6A6|ABCC9,-0.65,MyList
GO Biological Processes,19,GO:0150104,transport across blood-brain barrier,19_GO:0051179 localization,-2.5,6.8,4.5,30284,87,205,4,2,0.97,493|3764|6533|10060,ATP2B4|KCNJ8|SLC6A6|ABCC9,-0.65,MyList
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.5,3.3,3.7,30284,354,205,8,3.9,1.4,5154|5756|5962|7408|8195|8829|11135|27236,PDGFA|TWF1|RDX|VASP|MKKS|NRP1|CDC42EP1|ARFIP1,-0.65,MyList
GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-2.5,2.5,3.4,30284,697,205,12,5.9,1.6,493|3764|4641|5878|6533|7099|8943|9260|10060|23032|30846|51454,ATP2B4|KCNJ8|MYO1C|RAB5C|SLC6A6|TLR4|AP3D1|PDLIM7|ABCC9|USP33|EHD2|GULP1,-0.65,MyList
GO Biological Processes,19,GO:0060491,regulation of cell projection assembly,19_GO:0050789 regulation of biological process,-2.5,4.3,3.9,30284,208,205,6,2.9,1.2,4134|4651|5756|5962|8829|11135,MAP4|MYO10|TWF1|RDX|NRP1|CDC42EP1,-0.64,MyList
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-2.5,3.7,3.7,30284,281,205,7,3.4,1.3,1289|2201|3693|4017|4811|6442|9510,COL5A1|FBN2|ITGB5|LOXL2|NID1|SGCA|ADAMTS1,-0.63,MyList
GO Biological Processes,19,GO:0043270,positive regulation of monoatomic ion transport,19_GO:0051179 localization,-2.5,4.2,3.9,30284,210,205,6,2.9,1.2,444|825|5534|6347|6781|53827,ASPH|CAPN3|PPP3R1|CCL2|STC1|FXYD5,-0.63,MyList
GO Biological Processes,19,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-2.5,6.6,4.4,30284,89,205,4,2,0.97,595|3275|6347|51322,CCND1|PRMT2|CCL2|WAC,-0.63,MyList
KEGG Pathway,24,hsa04727,GABAergic synapse,,-2.5,6.6,4.4,30284,89,205,4,2,0.97,18|2771|5334|5566,ABAT|GNAI2|PLCL1|PRKACA,-0.63,MyList
GO Biological Processes,19,GO:0031333,negative regulation of protein-containing complex assembly,19_GO:0048519 negative regulation of biological process,-2.5,5.1,4.1,30284,146,205,5,2.4,1.1,1191|5756|5962|8195|8780,CLU|TWF1|RDX|MKKS|RIOK3,-0.62,MyList
GO Biological Processes,19,GO:0034764,positive regulation of transmembrane transport,19_GO:0051179 localization,-2.5,4.2,3.9,30284,211,205,6,2.9,1.2,444|718|825|5534|6347|53827,ASPH|C3|CAPN3|PPP3R1|CCL2|FXYD5,-0.62,MyList
GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-2.5,3,3.5,30284,441,205,9,4.4,1.4,4017|5154|5534|6347|6654|7855|8829|60681|219699,LOXL2|PDGFA|PPP3R1|CCL2|SOS1|FZD5|NRP1|FKBP10|UNC5B,-0.62,MyList
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-2.5,3.3,3.6,30284,360,205,8,3.9,1.4,604|2908|7099|7528|7855|10892|10945|64421,BCL6|NR3C1|TLR4|YY1|FZD5|MALT1|KDELR1|DCLRE1C,-0.62,MyList
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-2.5,2.5,3.4,30284,706,205,12,5.9,1.6,604|1191|2051|5754|6643|6654|6781|7408|8829|10381|23032|219699,BCL6|CLU|EPHB6|PTK7|SNX2|SOS1|STC1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.62,MyList
GO Biological Processes,19,GO:0009409,response to cold,19_GO:0050896 response to stimulus,-2.5,10,5,30284,44,205,3,1.5,0.84,3329|5566|65084,HSPD1|PRKACA|TMEM135,-0.62,MyList
GO Biological Processes,19,GO:0016445,somatic diversification of immunoglobulins,19_GO:0002376 immune system process,-2.5,10,5,30284,44,205,3,1.5,0.84,604|3329|7528,BCL6|HSPD1|YY1,-0.62,MyList
GO Biological Processes,19,GO:0030501,positive regulation of bone mineralization,19_GO:0032502 developmental process,-2.5,10,5,30284,44,205,3,1.5,0.84,92|2201|6257,ACVR2A|FBN2|RXRB,-0.62,MyList
GO Biological Processes,19,GO:0002758,innate immune response-activating signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.5,5,4,30284,147,205,5,2.4,1.1,3329|3764|4671|7099|7531,HSPD1|KCNJ8|NAIP|TLR4|YWHAE,-0.62,MyList
KEGG Pathway,24,hsa05170,Human immunodeficiency virus 1 infection,,-2.5,4.2,3.8,30284,213,205,6,2.9,1.2,355|2771|5534|7099|8450|8737,FAS|GNAI2|PPP3R1|TLR4|CUL4B|RIPK1,-0.61,MyList
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-2.5,2.8,3.4,30284,529,205,10,4.9,1.5,825|2280|3764|6442|6525|7004|8572|9260|10060|25842,CAPN3|FKBP1A|KCNJ8|SGCA|SMTN|TEAD4|PDLIM4|PDLIM7|ABCC9|ASF1A,-0.61,MyList
WikiPathways,27,WP35,G protein signaling,,-2.5,6.5,4.3,30284,91,205,4,2,0.97,2771|5142|5566|9590,GNAI2|PDE4B|PRKACA|AKAP12,-0.61,MyList
GO Biological Processes,19,GO:0052547,regulation of peptidase activity,19_GO:0050789 regulation of biological process,-2.5,4.1,3.8,30284,214,205,6,2.9,1.2,355|444|4671|8743|57333|64065,FAS|ASPH|NAIP|TNFSF10|RCN3|PERP,-0.61,MyList
Canonical Pathways,11,M71,PID ILK PATHWAY,,-2.5,9.8,4.9,30284,45,205,3,1.5,0.84,595|7791|29780,CCND1|ZYX|PARVB,-0.61,MyList
Reactome Gene Sets,6,R-HSA-432722,Golgi Associated Vesicle Biogenesis,,-2.5,9.8,4.9,30284,45,205,3,1.5,0.84,1362|5878|6643,CPD|RAB5C|SNX2,-0.61,MyList
GO Biological Processes,19,GO:0046785,microtubule polymerization,19_GO:0009987 cellular process,-2.5,9.8,4.9,30284,45,205,3,1.5,0.84,2801|4134|10426,GOLGA2|MAP4|TUBGCP3,-0.61,MyList
GO Biological Processes,19,GO:0032092,positive regulation of protein binding,19_GO:0065007 biological regulation,-2.5,9.8,4.9,30284,45,205,3,1.5,0.84,2280|3077|23032,FKBP1A|HFE|USP33,-0.61,MyList
GO Biological Processes,19,GO:0062197,cellular response to chemical stress,19_GO:0050896 response to stimulus,-2.5,3.6,3.7,30284,287,205,7,3.4,1.3,355|825|2119|5179|5831|8737|10060,FAS|CAPN3|ETV5|PENK|PYCR1|RIPK1|ABCC9,-0.61,MyList
WikiPathways,27,WP1772,Apoptosis modulation and signaling,,-2.4,6.4,4.3,30284,92,205,4,2,0.97,355|4671|8737|8743,FAS|NAIP|RIPK1|TNFSF10,-0.61,MyList
WikiPathways,27,WP3925,Amino acid metabolism,,-2.4,6.4,4.3,30284,92,205,4,2,0.97,128|5831|6611|6723,ADH5|PYCR1|SMS|SRM,-0.61,MyList
GO Biological Processes,19,GO:0014074,response to purine-containing compound,19_GO:0050896 response to stimulus,-2.4,4.9,4,30284,150,205,5,2.4,1.1,444|3764|5179|6781|10060,ASPH|KCNJ8|PENK|STC1|ABCC9,-0.6,MyList
GO Biological Processes,19,GO:0010001,glial cell differentiation,19_GO:0032502 developmental process,-2.4,4.1,3.8,30284,216,205,6,2.9,1.2,1191|2908|5534|6654|7099|8450,CLU|NR3C1|PPP3R1|SOS1|TLR4|CUL4B,-0.6,MyList
GO Biological Processes,19,GO:1901879,regulation of protein depolymerization,19_GO:0050789 regulation of biological process,-2.4,6.4,4.3,30284,93,205,4,2,0.97,444|4281|5756|5962,ASPH|MID1|TWF1|RDX,-0.59,MyList
GO Biological Processes,19,GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,19_GO:0050896 response to stimulus,-2.4,9.6,4.8,30284,46,205,3,1.5,0.84,2537|8737|219699,IFI6|RIPK1|UNC5B,-0.59,MyList
GO Biological Processes,19,GO:0002377,immunoglobulin production,19_GO:0002376 immune system process,-2.4,9.6,4.8,30284,46,205,3,1.5,0.84,604|3329|7528,BCL6|HSPD1|YY1,-0.59,MyList
GO Biological Processes,19,GO:0008064,regulation of actin polymerization or depolymerization,19_GO:0050789 regulation of biological process,-2.4,4.9,3.9,30284,152,205,5,2.4,1.1,5756|5962|7408|8195|11135,TWF1|RDX|VASP|MKKS|CDC42EP1,-0.59,MyList
GO Biological Processes,19,GO:0034767,positive regulation of monoatomic ion transmembrane transport,19_GO:0051179 localization,-2.4,4.9,3.9,30284,152,205,5,2.4,1.1,444|825|5534|6347|53827,ASPH|CAPN3|PPP3R1|CCL2|FXYD5,-0.59,MyList
GO Biological Processes,19,GO:0007229,integrin-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.4,6.3,4.2,30284,94,205,4,2,0.97,3693|7791|8829|9510,ITGB5|ZYX|NRP1|ADAMTS1,-0.59,MyList
GO Biological Processes,19,GO:0014910,regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-2.4,6.3,4.2,30284,94,205,4,2,0.97,5154|7099|8829|9510,PDGFA|TLR4|NRP1|ADAMTS1,-0.59,MyList
Reactome Gene Sets,6,R-HSA-6807878,COPI-mediated anterograde transport,,-2.4,6.3,4.2,30284,94,205,4,2,0.97,2801|8729|10381|10945,GOLGA2|GBF1|TUBB3|KDELR1,-0.59,MyList
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-2.4,3.2,3.5,30284,370,205,8,3.9,1.4,2051|5754|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.59,MyList
GO Biological Processes,19,GO:0002819,regulation of adaptive immune response,19_GO:0002376 immune system process,-2.4,4,3.7,30284,219,205,6,2.9,1.2,604|718|3077|3329|7855|10892,BCL6|C3|HFE|HSPD1|FZD5|MALT1,-0.59,MyList
GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.4,2.7,3.4,30284,539,205,10,4.9,1.5,4281|4926|5154|5756|5962|7408|8195|8829|11135|27236,MID1|NUMA1|PDGFA|TWF1|RDX|VASP|MKKS|NRP1|CDC42EP1|ARFIP1,-0.59,MyList
GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.4,3.2,3.5,30284,371,205,8,3.9,1.4,595|1112|3275|5962|6347|8450|9510|51322,CCND1|FOXN3|PRMT2|RDX|CCL2|CUL4B|ADAMTS1|WAC,-0.58,MyList
Reactome Gene Sets,6,R-HSA-5578775,Ion homeostasis,,-2.4,9.4,4.8,30284,47,205,3,1.5,0.84,493|5566|10060,ATP2B4|PRKACA|ABCC9,-0.58,MyList
WikiPathways,27,WP2806,Complement system,,-2.4,6.2,4.2,30284,95,205,4,2,0.97,629|718|2771|5566,CFB|C3|GNAI2|PRKACA,-0.58,MyList
GO Biological Processes,19,GO:0051651,maintenance of location in cell,19_GO:0051179 localization,-2.4,6.2,4.2,30284,95,205,4,2,0.97,1627|5756|10945|51141,DBN1|TWF1|KDELR1|INSIG2,-0.58,MyList
GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,2.4,3.2,30284,726,205,12,5.9,1.6,128|629|718|3764|4671|5142|5179|6347|7099|7855|9590|10892,ADH5|CFB|C3|KCNJ8|NAIP|PDE4B|PENK|CCL2|TLR4|FZD5|AKAP12|MALT1,-0.57,MyList
GO Biological Processes,19,GO:0051336,regulation of hydrolase activity,19_GO:0065007 biological regulation,-2.4,2.9,3.4,30284,457,205,9,4.4,1.4,355|444|4671|5962|8743|22930|51735|57333|64065,FAS|ASPH|NAIP|RDX|TNFSF10|RAB3GAP1|RAPGEF6|RCN3|PERP,-0.57,MyList
GO Biological Processes,19,GO:0044092,negative regulation of molecular function,19_GO:0065007 biological regulation,-2.4,2.6,3.3,30284,634,205,11,5.4,1.6,493|2771|2801|3077|3275|4671|5740|5962|23032|64771|64943,ATP2B4|GNAI2|GOLGA2|HFE|PRMT2|NAIP|PTGIS|RDX|USP33|ILRUN|NT5DC2,-0.57,MyList
KEGG Pathway,24,hsa04934,Cushing syndrome,,-2.4,4.8,3.9,30284,155,205,5,2.4,1.1,595|2771|5566|7855|90993,CCND1|GNAI2|PRKACA|FZD5|CREB3L1,-0.57,MyList
GO Biological Processes,19,GO:0030832,regulation of actin filament length,19_GO:0050789 regulation of biological process,-2.4,4.8,3.9,30284,155,205,5,2.4,1.1,5756|5962|7408|8195|11135,TWF1|RDX|VASP|MKKS|CDC42EP1,-0.57,MyList
GO Biological Processes,19,GO:0042147,"retrograde transport, endosome to Golgi",19_GO:0051179 localization,-2.4,6.2,4.2,30284,96,205,4,2,0.97,6643|8675|8729|9367,SNX2|STX16|GBF1|RAB9A,-0.57,MyList
GO Biological Processes,19,GO:0071887,leukocyte apoptotic process,19_GO:0009987 cellular process,-2.4,9.2,4.7,30284,48,205,3,1.5,0.84,355|8737|10945,FAS|RIPK1|KDELR1,-0.56,MyList
GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-2.4,2.7,3.3,30284,546,205,10,4.9,1.5,2908|5142|5179|5754|6257|6347|6781|7099|10892|51141,NR3C1|PDE4B|PENK|PTK7|RXRB|CCL2|STC1|TLR4|MALT1|INSIG2,-0.56,MyList
GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-2.4,3.5,3.5,30284,297,205,7,3.4,1.3,444|493|3764|6442|6525|8195|10060,ASPH|ATP2B4|KCNJ8|SGCA|SMTN|MKKS|ABCC9,-0.56,MyList
GO Biological Processes,19,GO:0021915,neural tube development,19_GO:0032502 developmental process,-2.4,4.7,3.9,30284,156,205,5,2.4,1.1,5566|5754|7408|10762|23770,PRKACA|PTK7|VASP|NUP50|FKBP8,-0.56,MyList
GO Biological Processes,19,GO:2000377,regulation of reactive oxygen species metabolic process,19_GO:0050789 regulation of biological process,-2.4,4.7,3.9,30284,156,205,5,2.4,1.1,355|2771|7099|8737|23530,FAS|GNAI2|TLR4|RIPK1|NNT,-0.56,MyList
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-2.4,2.7,3.3,30284,547,205,10,4.9,1.5,18|444|2029|3429|4641|5566|7099|7531|7855|27236,ABAT|ASPH|ENSA|IFI27|MYO1C|PRKACA|TLR4|YWHAE|FZD5|ARFIP1,-0.56,MyList
Reactome Gene Sets,6,R-HSA-373760,L1CAM interactions,,-2.4,6.1,4.1,30284,97,205,4,2,0.97,5962|8829|8986|10381,RDX|NRP1|RPS6KA4|TUBB3,-0.56,MyList
GO Biological Processes,19,GO:0051100,negative regulation of binding,19_GO:0065007 biological regulation,-2.4,6.1,4.1,30284,97,205,4,2,0.97,2801|3077|23032|64771,GOLGA2|HFE|USP33|ILRUN,-0.56,MyList
Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-2.4,6.1,4.1,30284,97,205,4,2,0.97,5534|7531|8737|219699,PPP3R1|YWHAE|RIPK1|UNC5B,-0.56,MyList
KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-2.4,4,3.7,30284,224,205,6,2.9,1.2,595|2005|5534|5566|8829|90993,CCND1|ELK4|PPP3R1|PRKACA|NRP1|CREB3L1,-0.56,MyList
GO Biological Processes,19,GO:0090279,regulation of calcium ion import,19_GO:0051179 localization,-2.3,9,4.7,30284,49,205,3,1.5,0.84,5534|6347|6781,PPP3R1|CCL2|STC1,-0.56,MyList
KEGG Pathway,24,hsa05030,Cocaine addiction,,-2.3,9,4.7,30284,49,205,3,1.5,0.84,2771|5566|90993,GNAI2|PRKACA|CREB3L1,-0.56,MyList
GO Biological Processes,19,GO:0043502,regulation of muscle adaptation,19_GO:0032501 multicellular organismal process,-2.3,6,4.1,30284,98,205,4,2,0.97,493|5756|6442|7528,ATP2B4|TWF1|SGCA|YY1,-0.56,MyList
GO Biological Processes,19,GO:1902807,negative regulation of cell cycle G1/S phase transition,19_GO:0048519 negative regulation of biological process,-2.3,6,4.1,30284,98,205,4,2,0.97,595|3275|6347|51322,CCND1|PRMT2|CCL2|WAC,-0.56,MyList
GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-2.3,2.9,3.4,30284,463,205,9,4.4,1.4,18|2537|3764|5831|7531|9780|10060|22930|23530,ABAT|IFI6|KCNJ8|PYCR1|YWHAE|PIEZO1|ABCC9|RAB3GAP1|NNT,-0.56,MyList
GO Biological Processes,19,GO:0043122,regulation of canonical NF-kappaB signal transduction,19_GO:0050896 response to stimulus,-2.3,3.4,3.5,30284,300,205,7,3.4,1.3,825|2280|7099|8737|8743|8780|10892,CAPN3|FKBP1A|TLR4|RIPK1|TNFSF10|RIOK3|MALT1,-0.56,MyList
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,3.4,3.5,30284,301,205,7,3.4,1.3,3329|3764|4671|7099|7531|8780|10612,HSPD1|KCNJ8|NAIP|TLR4|YWHAE|RIOK3|TRIM3,-0.55,MyList
KEGG Pathway,24,hsa04145,Phagosome,,-2.3,4.6,3.8,30284,159,205,5,2.4,1.1,718|3693|5878|7099|10381,C3|ITGB5|RAB5C|TLR4|TUBB3,-0.55,MyList
KEGG Pathway,24,hsa05160,Hepatitis C,,-2.3,4.6,3.8,30284,159,205,5,2.4,1.1,355|595|6654|7531|8737,FAS|CCND1|SOS1|YWHAE|RIPK1,-0.55,MyList
Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-2.3,2.7,3.3,30284,553,205,10,4.9,1.5,1362|2801|5878|6643|7531|8729|9367|10381|10945|22930,CPD|GOLGA2|RAB5C|SNX2|YWHAE|GBF1|RAB9A|TUBB3|KDELR1|RAB3GAP1,-0.55,MyList
GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-2.3,2.5,3.2,30284,644,205,11,5.4,1.6,92|355|595|718|5154|7099|8737|8829|9077|23770|64943,ACVR2A|FAS|CCND1|C3|PDGFA|TLR4|RIPK1|NRP1|DIRAS3|FKBP8|NT5DC2,-0.55,MyList
GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0009987 cellular process,-2.3,2.9,3.3,30284,466,205,9,4.4,1.4,18|3990|4671|5740|5831|10955|51141|51816|55312,ABAT|LIPC|NAIP|PTGIS|PYCR1|SERINC3|INSIG2|ADA2|RFK,-0.55,MyList
KEGG Pathway,24,hsa00330,Arginine and proline metabolism,,-2.3,8.9,4.6,30284,50,205,3,1.5,0.84,5831|6611|6723,PYCR1|SMS|SRM,-0.54,MyList
WikiPathways,27,WP706,Sudden infant death syndrome SIDS susceptibility pathways,,-2.3,4.6,3.8,30284,160,205,5,2.4,1.1,2908|3329|3764|5566|7531,NR3C1|HSPD1|KCNJ8|PRKACA|YWHAE,-0.54,MyList
GO Biological Processes,19,GO:0001841,neural tube formation,19_GO:0032502 developmental process,-2.3,5.9,4.1,30284,100,205,4,2,0.97,5566|5754|7408|10762,PRKACA|PTK7|VASP|NUP50,-0.54,MyList
GO Biological Processes,19,GO:0007584,response to nutrient,19_GO:0050896 response to stimulus,-2.3,4.6,3.8,30284,161,205,5,2.4,1.1,2029|2771|5179|6781|23530,ENSA|GNAI2|PENK|STC1|NNT,-0.53,MyList
GO Biological Processes,19,GO:0022411,cellular component disassembly,19_GO:0009987 cellular process,-2.3,3.4,3.5,30284,305,205,7,3.4,1.3,718|2801|4134|5756|6418|8729|55192,C3|GOLGA2|MAP4|TWF1|SET|GBF1|DNAJC17,-0.53,MyList
GO Biological Processes,19,GO:0001666,response to hypoxia,19_GO:0050896 response to stimulus,-2.3,3.4,3.5,30284,305,205,7,3.4,1.3,18|3764|4017|5179|5740|6781|10060,ABAT|KCNJ8|LOXL2|PENK|PTGIS|STC1|ABCC9,-0.53,MyList
GO Biological Processes,19,GO:0065004,protein-DNA complex assembly,19_GO:0009987 cellular process,-2.3,3.9,3.6,30284,230,205,6,2.9,1.2,6418|8971|25842|29855|80152|646817,SET|H1-10|ASF1A|UBN1|CENPT|SETSIP,-0.53,MyList
KEGG Pathway,24,hsa04916,Melanogenesis,,-2.3,5.9,4,30284,101,205,4,2,0.97,2771|5566|7855|90993,GNAI2|PRKACA|FZD5|CREB3L1,-0.53,MyList
GO Biological Processes,19,GO:0014911,positive regulation of smooth muscle cell migration,19_GO:0040011 locomotion,-2.3,8.7,4.5,30284,51,205,3,1.5,0.84,7099|8829|9510,TLR4|NRP1|ADAMTS1,-0.53,MyList
GO Biological Processes,19,GO:0002440,production of molecular mediator of immune response,19_GO:0002376 immune system process,-2.3,8.7,4.5,30284,51,205,3,1.5,0.84,604|3329|7528,BCL6|HSPD1|YY1,-0.53,MyList
WikiPathways,27,WP3611,Photodynamic therapy induced AP 1 survival signaling,,-2.3,8.7,4.5,30284,51,205,3,1.5,0.84,355|595|8743,FAS|CCND1|TNFSF10,-0.53,MyList
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-2.3,2.5,3.2,30284,651,205,11,5.4,1.6,595|604|2537|4281|5566|5782|6347|6654|10381|10612|10762,CCND1|BCL6|IFI6|MID1|PRKACA|PTPN12|CCL2|SOS1|TUBB3|TRIM3|NUP50,-0.53,MyList
GO Biological Processes,19,GO:0051668,localization within membrane,19_GO:0051179 localization,-2.3,2.6,3.2,30284,561,205,10,4.9,1.5,825|4641|5962|8675|8943|22930|30846|51735|81609|84823,CAPN3|MYO1C|RDX|STX16|AP3D1|RAB3GAP1|EHD2|RAPGEF6|SNX27|LMNB2,-0.52,MyList
GO Biological Processes,19,GO:0008277,regulation of G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,30284,163,205,5,2.4,1.1,493|718|2771|5142|23032,ATP2B4|C3|GNAI2|PDE4B|USP33,-0.52,MyList
GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,30284,163,205,5,2.4,1.1,2908|3693|5179|7791|9392,NR3C1|ITGB5|PENK|ZYX|TGFBRAP1,-0.52,MyList
GO Biological Processes,19,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-2.3,5.8,4,30284,102,205,4,2,0.97,2537|8737|8829|219699,IFI6|RIPK1|NRP1|UNC5B,-0.52,MyList
GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-2.3,3.4,3.4,30284,308,205,7,3.4,1.3,92|718|1822|8195|8743|9510|54477,ACVR2A|C3|ATN1|MKKS|TNFSF10|ADAMTS1|PLEKHA5,-0.52,MyList
GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,30284,164,205,5,2.4,1.1,3329|5566|7531|65084|126393,HSPD1|PRKACA|YWHAE|TMEM135|HSPB6,-0.52,MyList
GO Biological Processes,19,GO:0045776,negative regulation of blood pressure,19_GO:0032501 multicellular organismal process,-2.3,8.5,4.5,30284,52,205,3,1.5,0.84,18|8195|10060,ABAT|MKKS|ABCC9,-0.52,MyList
GO Biological Processes,19,GO:0042311,vasodilation,19_GO:0032501 multicellular organismal process,-2.3,8.5,4.5,30284,52,205,3,1.5,0.84,3764|8195|10060,KCNJ8|MKKS|ABCC9,-0.52,MyList
GO Biological Processes,19,GO:0030001,metal ion transport,19_GO:0051179 localization,-2.3,2.5,3.2,30284,656,205,11,5.4,1.6,444|493|2280|3077|3764|5334|6533|8943|10060|53827|79901,ASPH|ATP2B4|FKBP1A|HFE|KCNJ8|PLCL1|SLC6A6|AP3D1|ABCC9|FXYD5|CYBRD1,-0.51,MyList
GO Biological Processes,19,GO:0051225,spindle assembly,19_GO:0009987 cellular process,-2.3,5.7,3.9,30284,104,205,4,2,0.97,2801|4926|10426|29901,GOLGA2|NUMA1|TUBGCP3|SAC3D1,-0.5,MyList
GO Biological Processes,19,GO:0060324,face development,19_GO:0032502 developmental process,-2.3,8.4,4.4,30284,53,205,3,1.5,0.84,444|8195|22930,ASPH|MKKS|RAB3GAP1,-0.5,MyList
GO Biological Processes,19,GO:0150076,neuroinflammatory response,19_GO:0050896 response to stimulus,-2.3,8.4,4.4,30284,53,205,3,1.5,0.84,1191|2908|3764,CLU|NR3C1|KCNJ8,-0.5,MyList
GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.2,2.8,3.2,30284,480,205,9,4.4,1.4,493|595|1112|3275|5962|6347|8450|9510|51322,ATP2B4|CCND1|FOXN3|PRMT2|RDX|CCL2|CUL4B|ADAMTS1|WAC,-0.49,MyList
GO Biological Processes,19,GO:1901992,positive regulation of mitotic cell cycle phase transition,19_GO:0048518 positive regulation of biological process,-2.2,5.6,3.9,30284,105,205,4,2,0.97,595|5962|8450|9510,CCND1|RDX|CUL4B|ADAMTS1,-0.49,MyList
GO Biological Processes,19,GO:1902904,negative regulation of supramolecular fiber organization,19_GO:0048519 negative regulation of biological process,-2.2,4.4,3.6,30284,168,205,5,2.4,1.1,1191|4281|5756|5962|8195,CLU|MID1|TWF1|RDX|MKKS,-0.48,MyList
GO Biological Processes,19,GO:0002011,morphogenesis of an epithelial sheet,19_GO:0032502 developmental process,-2.2,8.2,4.4,30284,54,205,3,1.5,0.84,1289|3693|6654,COL5A1|ITGB5|SOS1,-0.48,MyList
Canonical Pathways,11,M286,PID TGFBR PATHWAY,,-2.2,8.2,4.4,30284,54,205,3,1.5,0.84,2280|6654|7531,FKBP1A|SOS1|YWHAE,-0.48,MyList
GO Biological Processes,19,GO:0070169,positive regulation of biomineral tissue development,19_GO:0032502 developmental process,-2.2,8.2,4.4,30284,54,205,3,1.5,0.84,92|2201|6257,ACVR2A|FBN2|RXRB,-0.48,MyList
GO Biological Processes,19,GO:0003158,endothelium development,19_GO:0032502 developmental process,-2.2,5.6,3.9,30284,106,205,4,2,0.97,5962|6781|8829|646817,RDX|STC1|NRP1|SETSIP,-0.48,MyList
GO Biological Processes,19,GO:0010950,positive regulation of endopeptidase activity,19_GO:0048518 positive regulation of biological process,-2.2,5.6,3.9,30284,106,205,4,2,0.97,355|444|8743|64065,FAS|ASPH|TNFSF10|PERP,-0.48,MyList
Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signaling,,-2.2,5.6,3.9,30284,106,205,4,2,0.97,396|6654|7531|8737,ARHGDIA|SOS1|YWHAE|RIPK1,-0.48,MyList
GO Biological Processes,19,GO:0002709,regulation of T cell mediated immunity,19_GO:0002376 immune system process,-2.2,5.6,3.9,30284,106,205,4,2,0.97,3077|3329|7855|10892,HFE|HSPD1|FZD5|MALT1,-0.48,MyList
GO Biological Processes,19,GO:0007051,spindle organization,19_GO:0009987 cellular process,-2.2,4.4,3.6,30284,169,205,5,2.4,1.1,2801|4134|4926|10426|29901,GOLGA2|MAP4|NUMA1|TUBGCP3|SAC3D1,-0.48,MyList
