Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.5,3.7,3.7,30284,384,151,7,4.6,1.7,493|2201|2280|4926|8829|23770|90993,ATP2B4|FBN2|FKBP1A|NUMA1|NRP1|FKBP8|CREB3L1,-0.68
MyList,GO Biological Processes,19,GO:0062197,cellular response to chemical stress,19_GO:0050896 response to stimulus,-2.5,4.2,3.8,30284,287,151,6,4,1.6,355|2119|5179|5831|8737|10060,FAS|ETV5|PENK|PYCR1|RIPK1|ABCC9,-0.68
MyList,GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-2.5,2.8,3.4,30284,717,151,10,6.6,2,2051|4134|5754|6654|7408|8450|8829|10381|23032|219699,EPHB6|MAP4|PTK7|SOS1|VASP|CUL4B|NRP1|TUBB3|USP33|UNC5B,-0.68
MyList,GO Biological Processes,19,GO:0046890,regulation of lipid biosynthetic process,19_GO:0050789 regulation of biological process,-2.5,5,4,30284,199,151,5,3.3,1.5,718|2908|5154|5566|51141,C3|NR3C1|PDGFA|PRKACA|INSIG2,-0.68
MyList,KEGG Pathway,24,hsa04935,"Growth hormone synthesis, secretion and action",,-2.5,6.6,4.4,30284,122,151,4,2.6,1.3,2771|5566|6654|90993,GNAI2|PRKACA|SOS1|CREB3L1,-0.68
MyList,GO Biological Processes,19,GO:0034504,protein localization to nucleus,19_GO:0051179 localization,-2.5,5,4,30284,200,151,5,3.3,1.5,5534|7531|10204|10762|84823,PPP3R1|YWHAE|NUTF2|NUP50|LMNB2,-0.68
MyList,GO Biological Processes,19,GO:0032648,regulation of interferon-beta production,19_GO:0032501 multicellular organismal process,-2.5,10,5,30284,60,151,3,2,1.1,7099|7528|8780,TLR4|YY1|RIOK3,-0.68
MyList,GO Biological Processes,19,GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-2.5,10,5,30284,60,151,3,2,1.1,493|2771|5142,ATP2B4|GNAI2|PDE4B,-0.68
MyList,GO Biological Processes,19,GO:0051480,regulation of cytosolic calcium ion concentration,19_GO:0042592 homeostatic process,-2.5,10,5,30284,60,151,3,2,1.1,444|493|7531,ASPH|ATP2B4|YWHAE,-0.68
MyList,GO Biological Processes,19,GO:0032091,negative regulation of protein binding,19_GO:0065007 biological regulation,-2.5,10,5,30284,60,151,3,2,1.1,2801|3077|23032,GOLGA2|HFE|USP33,-0.68
MyList,Reactome Gene Sets,6,R-HSA-8856688,Golgi-to-ER retrograde transport,,-2.5,6.5,4.3,30284,123,151,4,2.6,1.3,8729|10381|10945|22930,GBF1|TUBB3|KDELR1|RAB3GAP1,-0.67
MyList,GO Biological Processes,19,GO:0006986,response to unfolded protein,19_GO:0050896 response to stimulus,-2.5,6.5,4.3,30284,124,151,4,2.6,1.3,595|3329|22824|90993,CCND1|HSPD1|HSPA4L|CREB3L1,-0.66
MyList,WikiPathways,27,WP5352,10q11 21q11 23 copy number variation syndrome,,-2.5,9.9,4.9,30284,61,151,3,2,1.1,3727|4641|23451,JUND|MYO1C|SF3B1,-0.66
MyList,Reactome Gene Sets,6,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,,-2.5,9.9,4.9,30284,61,151,3,2,1.1,7531|10762|22824,YWHAE|NUP50|HSPA4L,-0.66
MyList,GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,2.8,3.4,30284,726,151,10,6.6,2,128|629|718|3764|4671|5142|5179|6347|7099|9590,ADH5|CFB|C3|KCNJ8|NAIP|PDE4B|PENK|CCL2|TLR4|AKAP12,-0.66
MyList,GO Biological Processes,19,GO:0021761,limbic system development,19_GO:0032502 developmental process,-2.4,6.4,4.3,30284,125,151,4,2.6,1.3,493|7531|8829|22930,ATP2B4|YWHAE|NRP1|RAB3GAP1,-0.66
MyList,GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-2.4,3.2,3.5,30284,498,151,8,5.3,1.8,2051|5754|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.65
MyList,GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-2.4,3.2,3.5,30284,499,151,8,5.3,1.8,4926|7408|7528|8743|8829|11135|22930|79443,NUMA1|VASP|YY1|TNFSF10|NRP1|CDC42EP1|RAB3GAP1|FYCO1,-0.65
MyList,GO Biological Processes,19,GO:0031109,microtubule polymerization or depolymerization,19_GO:0009987 cellular process,-2.4,9.7,4.9,30284,62,151,3,2,1.1,2801|4134|10426,GOLGA2|MAP4|TUBGCP3,-0.65
MyList,KEGG Pathway,24,hsa05203,Viral carcinogenesis,,-2.4,4.9,4,30284,205,151,5,3.3,1.5,595|718|5566|7531|90993,CCND1|C3|PRKACA|YWHAE|CREB3L1,-0.65
MyList,GO Biological Processes,19,GO:0032271,regulation of protein polymerization,19_GO:0050789 regulation of biological process,-2.4,4.9,3.9,30284,206,151,5,3.3,1.5,4926|5756|5962|7408|11135,NUMA1|TWF1|RDX|VASP|CDC42EP1,-0.64
MyList,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-2.4,4.1,3.7,30284,297,151,6,4,1.6,18|3077|5566|7099|9367|22930,ABAT|HFE|PRKACA|TLR4|RAB9A|RAB3GAP1,-0.64
MyList,GO Biological Processes,19,GO:0051341,regulation of oxidoreductase activity,19_GO:0065007 biological regulation,-2.4,9.6,4.8,30284,63,151,3,2,1.1,493|55312|64943,ATP2B4|RFK|NT5DC2,-0.64
MyList,GO Biological Processes,19,GO:0042116,macrophage activation,19_GO:0002376 immune system process,-2.4,9.6,4.8,30284,63,151,3,2,1.1,1191|3764|7099,CLU|KCNJ8|TLR4,-0.64
MyList,GO Biological Processes,19,GO:0048259,regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-2.4,6.3,4.2,30284,128,151,4,2.6,1.3,718|1191|3077|5534,C3|CLU|HFE|PPP3R1,-0.63
MyList,GO Biological Processes,19,GO:0072175,epithelial tube formation,19_GO:0032502 developmental process,-2.4,6.3,4.2,30284,128,151,4,2.6,1.3,5566|5754|7408|10762,PRKACA|PTK7|VASP|NUP50,-0.63
MyList,GO Biological Processes,19,GO:0021782,glial cell development,19_GO:0032502 developmental process,-2.4,6.3,4.2,30284,128,151,4,2.6,1.3,1191|5534|6654|7099,CLU|PPP3R1|SOS1|TLR4,-0.63
MyList,GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-2.4,3.5,3.6,30284,398,151,7,4.6,1.7,5142|5154|5756|5962|7408|8829|11135,PDE4B|PDGFA|TWF1|RDX|VASP|NRP1|CDC42EP1,-0.63
MyList,GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-2.4,2.7,3.4,30284,736,151,10,6.6,2,493|604|1191|5566|5831|7099|8737|8780|51141|90993,ATP2B4|BCL6|CLU|PRKACA|PYCR1|TLR4|RIPK1|RIOK3|INSIG2|CREB3L1,-0.63
MyList,GO Biological Processes,19,GO:0032479,regulation of type I interferon production,19_GO:0032501 multicellular organismal process,-2.4,6.2,4.2,30284,129,151,4,2.6,1.3,3329|7099|7528|8780,HSPD1|TLR4|YY1|RIOK3,-0.63
MyList,Canonical Pathways,11,M186,PID PDGFRB PATHWAY,,-2.4,6.2,4.2,30284,129,151,4,2.6,1.3,396|3727|6654|7531,ARHGDIA|JUND|SOS1|YWHAE,-0.63
MyList,GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,4,3.7,30284,301,151,6,4,1.6,3329|3764|4671|7099|7531|8780,HSPD1|KCNJ8|NAIP|TLR4|YWHAE|RIOK3,-0.62
MyList,KEGG Pathway,24,hsa04926,Relaxin signaling pathway,,-2.4,6.2,4.2,30284,130,151,4,2.6,1.3,2771|5566|6654|90993,GNAI2|PRKACA|SOS1|CREB3L1,-0.62
MyList,GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,19_GO:0050789 regulation of biological process,-2.4,6.2,4.2,30284,130,151,4,2.6,1.3,355|444|4671|8743,FAS|ASPH|NAIP|TNFSF10,-0.62
MyList,GO Biological Processes,19,GO:0031667,response to nutrient levels,19_GO:0050896 response to stimulus,-2.4,3.1,3.5,30284,510,151,8,5.3,1.8,355|1822|2029|2771|3077|5179|23032|23530,FAS|ATN1|ENSA|GNAI2|HFE|PENK|USP33|NNT,-0.61
MyList,Reactome Gene Sets,6,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,,-2.4,9.3,4.7,30284,65,151,3,2,1.1,10250|10762|84271,SRRM1|NUP50|POLDIP3,-0.61
MyList,GO Biological Processes,19,GO:0045428,regulation of nitric oxide biosynthetic process,19_GO:0050789 regulation of biological process,-2.4,9.3,4.7,30284,65,151,3,2,1.1,493|1191|7099,ATP2B4|CLU|TLR4,-0.61
MyList,GO Biological Processes,19,GO:0051056,regulation of small GTPase mediated signal transduction,19_GO:0050896 response to stimulus,-2.4,4,3.7,30284,303,151,6,4,1.6,396|604|5962|6654|8729|8829,ARHGDIA|BCL6|RDX|SOS1|GBF1|NRP1,-0.61
MyList,Reactome Gene Sets,6,R-HSA-9018519,Estrogen-dependent gene expression,,-2.4,6.1,4.2,30284,131,151,4,2.6,1.3,595|1025|3727|7528,CCND1|CDK9|JUND|YY1,-0.61
MyList,GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-2.4,3.1,3.4,30284,512,151,8,5.3,1.8,1191|4926|7099|7408|8829|9780|11135|22930,CLU|NUMA1|TLR4|VASP|NRP1|PIEZO1|CDC42EP1|RAB3GAP1,-0.61
MyList,GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-2.4,3.1,3.4,30284,513,151,8,5.3,1.8,604|3077|3329|4651|5962|6347|8943|9780,BCL6|HFE|HSPD1|MYO10|RDX|CCL2|AP3D1|PIEZO1,-0.61
MyList,GO Biological Processes,19,GO:0016482,cytosolic transport,19_GO:0051179 localization,-2.4,6.1,4.1,30284,132,151,4,2.6,1.3,6643|8675|8729|9367,SNX2|STX16|GBF1|RAB9A,-0.6
MyList,GO Biological Processes,19,GO:0007266,Rho protein signal transduction,19_GO:0050896 response to stimulus,-2.4,9.1,4.7,30284,66,151,3,2,1.1,396|604|11135,ARHGDIA|BCL6|CDC42EP1,-0.6
MyList,GO Biological Processes,19,GO:0061337,cardiac conduction,19_GO:0032501 multicellular organismal process,-2.4,9.1,4.7,30284,66,151,3,2,1.1,5566|7531|10060,PRKACA|YWHAE|ABCC9,-0.6
MyList,KEGG Pathway,24,hsa04068,FoxO signaling pathway,,-2.3,6,4.1,30284,133,151,4,2.6,1.3,595|604|6654|8743,CCND1|BCL6|SOS1|TNFSF10,-0.6
MyList,Reactome Gene Sets,6,R-HSA-68875,Mitotic Prophase,,-2.3,6,4.1,30284,133,151,4,2.6,1.3,2029|2801|4926|10762,ENSA|GOLGA2|NUMA1|NUP50,-0.6
MyList,GO Biological Processes,19,GO:0080164,regulation of nitric oxide metabolic process,19_GO:0050789 regulation of biological process,-2.3,9,4.6,30284,67,151,3,2,1.1,493|1191|7099,ATP2B4|CLU|TLR4,-0.59
MyList,GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-2.3,2.9,3.3,30284,633,151,9,6,1.9,493|2771|5179|5566|6654|7099|8780|10060|51141,ATP2B4|GNAI2|PENK|PRKACA|SOS1|TLR4|RIOK3|ABCC9|INSIG2,-0.59
MyList,KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity,,-2.3,6,4.1,30284,134,151,4,2.6,1.3,355|5534|6654|8743,FAS|PPP3R1|SOS1|TNFSF10,-0.59
MyList,GO Biological Processes,19,GO:0030833,regulation of actin filament polymerization,19_GO:0050789 regulation of biological process,-2.3,6,4.1,30284,134,151,4,2.6,1.3,5756|5962|7408|11135,TWF1|RDX|VASP|CDC42EP1,-0.59
MyList,GO Biological Processes,19,GO:0007041,lysosomal transport,19_GO:0051179 localization,-2.3,6,4.1,30284,134,151,4,2.6,1.3,1191|8943|9392|81609,CLU|AP3D1|TGFBRAP1|SNX27,-0.59
MyList,GO Biological Processes,19,GO:0044092,negative regulation of molecular function,19_GO:0065007 biological regulation,-2.3,2.8,3.3,30284,634,151,9,6,1.9,493|2771|2801|3077|3275|4671|5962|23032|64943,ATP2B4|GNAI2|GOLGA2|HFE|PRMT2|NAIP|RDX|USP33|NT5DC2,-0.59
MyList,KEGG Pathway,24,hsa04210,Apoptosis,,-2.3,5.9,4.1,30284,135,151,4,2.6,1.3,355|8737|8743|84823,FAS|RIPK1|TNFSF10|LMNB2,-0.58
MyList,GO Biological Processes,19,GO:0046683,response to organophosphorus,19_GO:0050896 response to stimulus,-2.3,5.9,4.1,30284,135,151,4,2.6,1.3,444|3764|5179|10060,ASPH|KCNJ8|PENK|ABCC9,-0.58
MyList,GO Biological Processes,19,GO:0048708,astrocyte differentiation,19_GO:0032502 developmental process,-2.3,8.8,4.6,30284,68,151,3,2,1.1,2908|7099|8450,NR3C1|TLR4|CUL4B,-0.58
MyList,GO Biological Processes,19,GO:0048871,multicellular organismal-level homeostasis,19_GO:0042592 homeostatic process,-2.3,2.8,3.3,30284,638,151,9,6,1.9,355|604|1200|3077|5142|5566|6654|7099|79901,FAS|BCL6|TPP1|HFE|PDE4B|PRKACA|SOS1|TLR4|CYBRD1,-0.58
MyList,WikiPathways,27,WP4630,Measles virus infection,,-2.3,5.9,4.1,30284,136,151,4,2.6,1.3,355|595|7099|9367,FAS|CCND1|TLR4|RAB9A,-0.58
MyList,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-2.3,3.4,3.5,30284,414,151,7,4.6,1.7,355|595|718|5154|7099|8737|8829,FAS|CCND1|C3|PDGFA|TLR4|RIPK1|NRP1,-0.58
MyList,GO Biological Processes,19,GO:0070661,leukocyte proliferation,19_GO:0009987 cellular process,-2.3,5.9,4,30284,137,151,4,2.6,1.3,604|1191|3329|7099,BCL6|CLU|HSPD1|TLR4,-0.57
MyList,KEGG Pathway,24,hsa05031,Amphetamine addiction,,-2.3,8.7,4.5,30284,69,151,3,2,1.1,5534|5566|90993,PPP3R1|PRKACA|CREB3L1,-0.57
MyList,GO Biological Processes,19,GO:1901880,negative regulation of protein depolymerization,19_GO:0048519 negative regulation of biological process,-2.3,8.7,4.5,30284,69,151,3,2,1.1,4281|5756|5962,MID1|TWF1|RDX,-0.57
MyList,Canonical Pathways,11,M121,PID MTOR 4PATHWAY,,-2.3,8.7,4.5,30284,69,151,3,2,1.1,7528|7531|84271,YY1|YWHAE|POLDIP3,-0.57
MyList,KEGG Pathway,24,hsa04924,Renin secretion,,-2.3,8.7,4.5,30284,69,151,3,2,1.1,2771|5534|5566,GNAI2|PPP3R1|PRKACA,-0.57
MyList,WikiPathways,27,WP1982,Sterol regulatory element binding proteins SREBP signaling,,-2.3,8.7,4.5,30284,69,151,3,2,1.1,5566|7528|51141,PRKACA|YY1|INSIG2,-0.57
MyList,GO Biological Processes,19,GO:0000165,MAPK cascade,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,30284,221,151,5,3.3,1.5,3764|7099|7531|8737|10060,KCNJ8|TLR4|YWHAE|RIPK1|ABCC9,-0.56
MyList,GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-2.3,3,3.3,30284,529,151,8,5.3,1.8,2280|3764|6525|7004|8572|9260|10060|25842,FKBP1A|KCNJ8|SMTN|TEAD4|PDLIM4|PDLIM7|ABCC9|ASF1A,-0.56
MyList,WikiPathways,27,WP2880,Glucocorticoid receptor pathway,,-2.3,8.6,4.5,30284,70,151,3,2,1.1,2908|5142|6347,NR3C1|PDE4B|CCL2,-0.56
MyList,Reactome Gene Sets,6,R-HSA-380287,Centrosome maturation,,-2.3,8.6,4.5,30284,70,151,3,2,1.1,5566|7531|10426,PRKACA|YWHAE|TUBGCP3,-0.56
MyList,GO Biological Processes,19,GO:0008652,amino acid biosynthetic process,19_GO:0009987 cellular process,-2.3,8.6,4.5,30284,70,151,3,2,1.1,18|5831|10955,ABAT|PYCR1|SERINC3,-0.56
MyList,Reactome Gene Sets,6,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,,-2.3,8.6,4.5,30284,70,151,3,2,1.1,5566|7531|10426,PRKACA|YWHAE|TUBGCP3,-0.56
MyList,KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-2.3,5.8,4,30284,139,151,4,2.6,1.3,2771|5566|6654|90993,GNAI2|PRKACA|SOS1|CREB3L1,-0.56
MyList,KEGG Pathway,24,hsa05162,Measles,,-2.3,5.8,4,30284,139,151,4,2.6,1.3,355|595|7099|9367,FAS|CCND1|TLR4|RAB9A,-0.56
MyList,Reactome Gene Sets,6,R-HSA-199977,ER to Golgi Anterograde Transport,,-2.3,5.8,4,30284,139,151,4,2.6,1.3,2801|8729|10381|10945,GOLGA2|GBF1|TUBB3|KDELR1,-0.56
MyList,KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-2.3,4.5,3.7,30284,224,151,5,3.3,1.5,595|5534|5566|8829|90993,CCND1|PPP3R1|PRKACA|NRP1|CREB3L1,-0.55
MyList,GO Biological Processes,19,GO:0006641,triglyceride metabolic process,19_GO:0009987 cellular process,-2.3,8.5,4.5,30284,71,151,3,2,1.1,2710|3990|51141,GK|LIPC|INSIG2,-0.55
MyList,GO Biological Processes,19,GO:1902808,positive regulation of cell cycle G1/S phase transition,19_GO:0048518 positive regulation of biological process,-2.3,8.5,4.5,30284,71,151,3,2,1.1,595|5962|8450,CCND1|RDX|CUL4B,-0.55
MyList,GO Biological Processes,19,GO:0008333,endosome to lysosome transport,19_GO:0051179 localization,-2.3,8.5,4.5,30284,71,151,3,2,1.1,8943|9392|81609,AP3D1|TGFBRAP1|SNX27,-0.55
MyList,GO Biological Processes,19,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,8.5,4.5,30284,71,151,3,2,1.1,3764|7099|7531,KCNJ8|TLR4|YWHAE,-0.55
MyList,GO Biological Processes,19,GO:0010611,regulation of cardiac muscle hypertrophy,19_GO:0032501 multicellular organismal process,-2.3,8.5,4.5,30284,71,151,3,2,1.1,493|5756|7528,ATP2B4|TWF1|YY1,-0.55
MyList,GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-2.3,2.8,3.2,30284,650,151,9,6,1.9,1627|4134|4139|4651|5754|5756|5962|8829|11135,DBN1|MAP4|MARK1|MYO10|PTK7|TWF1|RDX|NRP1|CDC42EP1,-0.55
MyList,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-2.3,2.8,3.2,30284,651,151,9,6,1.9,595|604|4281|5566|5782|6347|6654|10381|10762,CCND1|BCL6|MID1|PRKACA|PTPN12|CCL2|SOS1|TUBB3|NUP50,-0.55
MyList,WikiPathways,27,WP2858,Ectoderm differentiation,,-2.3,5.7,4,30284,141,151,4,2.6,1.3,4926|6347|8495|8675,NUMA1|CCL2|PPFIBP2|STX16,-0.55
MyList,CORUM,33,CORUM:351,Spliceosome,,-2.3,5.7,4,30284,141,151,4,2.6,1.3,10250|23451|23524|51593,SRRM1|SF3B1|SRRM2|SRRT,-0.55
MyList,GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-2.3,3.7,3.5,30284,321,151,6,4,1.6,18|3077|5566|7099|9367|22930,ABAT|HFE|PRKACA|TLR4|RAB9A|RAB3GAP1,-0.55
MyList,KEGG Pathway,24,hsa04024,cAMP signaling pathway,,-2.3,4.4,3.7,30284,226,151,5,3.3,1.5,493|2771|5142|5566|90993,ATP2B4|GNAI2|PDE4B|PRKACA|CREB3L1,-0.55
MyList,Reactome Gene Sets,6,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,,-2.2,8.4,4.4,30284,72,151,3,2,1.1,10250|10762|84271,SRRM1|NUP50|POLDIP3,-0.55
MyList,GO Biological Processes,19,GO:1903008,organelle disassembly,19_GO:0009987 cellular process,-2.2,8.4,4.4,30284,72,151,3,2,1.1,2801|4134|8729,GOLGA2|MAP4|GBF1,-0.55
MyList,WikiPathways,27,WP4255,Non small cell lung cancer,,-2.2,8.4,4.4,30284,72,151,3,2,1.1,595|6257|6654,CCND1|RXRB|SOS1,-0.55
MyList,GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0050789 regulation of biological process,-2.2,3,3.3,30284,538,151,8,5.3,1.8,355|444|1191|3077|4671|5566|8743|51322,FAS|ASPH|CLU|HFE|NAIP|PRKACA|TNFSF10|WAC,-0.54
MyList,GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.2,3,3.3,30284,539,151,8,5.3,1.8,4281|4926|5154|5756|5962|7408|8829|11135,MID1|NUMA1|PDGFA|TWF1|RDX|VASP|NRP1|CDC42EP1,-0.54
MyList,GO Biological Processes,19,GO:0016331,morphogenesis of embryonic epithelium,19_GO:0032502 developmental process,-2.2,5.6,3.9,30284,143,151,4,2.6,1.3,5566|5754|7408|10762,PRKACA|PTK7|VASP|NUP50,-0.54
MyList,GO Biological Processes,19,GO:0035148,tube formation,19_GO:0032502 developmental process,-2.2,5.6,3.9,30284,143,151,4,2.6,1.3,5566|5754|7408|10762,PRKACA|PTK7|VASP|NUP50,-0.54
MyList,KEGG Pathway,24,hsa05223,Non-small cell lung cancer,,-2.2,8.2,4.4,30284,73,151,3,2,1.1,595|6257|6654,CCND1|RXRB|SOS1,-0.54
MyList,Reactome Gene Sets,6,R-HSA-983705,Signaling by the B Cell Receptor (BCR),,-2.2,8.2,4.4,30284,73,151,3,2,1.1,2280|5534|6654,FKBP1A|PPP3R1|SOS1,-0.54
MyList,GO Biological Processes,19,GO:0002312,B cell activation involved in immune response,19_GO:0002376 immune system process,-2.2,8.2,4.4,30284,73,151,3,2,1.1,604|3329|7099,BCL6|HSPD1|TLR4,-0.54
MyList,GO Biological Processes,19,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-2.2,3.3,3.3,30284,430,151,7,4.6,1.7,2051|4641|5154|6654|8829|8895|9702,EPHB6|MYO1C|PDGFA|SOS1|NRP1|CPNE3|CEP57,-0.53
MyList,GO Biological Processes,19,GO:0019752,carboxylic acid metabolic process,19_GO:0009987 cellular process,-2.2,2.6,3.1,30284,783,151,10,6.6,2,18|128|718|3990|4671|5831|6611|10060|10955|51099,ABAT|ADH5|C3|LIPC|NAIP|PYCR1|SMS|ABCC9|SERINC3|ABHD5,-0.52
MyList,GO Biological Processes,19,GO:0014743,regulation of muscle hypertrophy,19_GO:0032501 multicellular organismal process,-2.2,8.1,4.3,30284,74,151,3,2,1.1,493|5756|7528,ATP2B4|TWF1|YY1,-0.52
MyList,GO Biological Processes,19,GO:0071260,cellular response to mechanical stimulus,19_GO:0050896 response to stimulus,-2.2,8.1,4.3,30284,74,151,3,2,1.1,355|7099|9780,FAS|TLR4|PIEZO1,-0.52
MyList,WikiPathways,27,WP4673,Male infertility,,-2.2,5.5,3.9,30284,145,151,4,2.6,1.3,355|1025|1191|2119,FAS|CDK9|CLU|ETV5,-0.52
MyList,GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0009987 cellular process,-2.2,2.9,3.2,30284,544,151,8,5.3,1.8,444|1191|1362|2280|3329|22824|23770|126393,ASPH|CLU|CPD|FKBP1A|HSPD1|HSPA4L|FKBP8|HSPB6,-0.52
MyList,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-2.2,2.7,3.2,30284,662,151,9,6,1.9,355|2771|4281|4671|5154|7099|8737|8829|9590,FAS|GNAI2|MID1|NAIP|PDGFA|TLR4|RIPK1|NRP1|AKAP12,-0.52
MyList,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-2.2,3.2,3.3,30284,433,151,7,4.6,1.7,1289|3727|5154|5566|5782|6654|8829,COL5A1|JUND|PDGFA|PRKACA|PTPN12|SOS1|NRP1,-0.52
MyList,GO Biological Processes,19,GO:0031333,negative regulation of protein-containing complex assembly,19_GO:0048519 negative regulation of biological process,-2.2,5.5,3.9,30284,146,151,4,2.6,1.3,1191|5756|5962|8780,CLU|TWF1|RDX|RIOK3,-0.52
MyList,GO Biological Processes,19,GO:0001649,osteoblast differentiation,19_GO:0032502 developmental process,-2.2,5.5,3.9,30284,146,151,4,2.6,1.3,3727|5179|25842|90993,JUND|PENK|ASF1A|CREB3L1,-0.52
MyList,GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-2.2,2.9,3.2,30284,546,151,8,5.3,1.8,2908|5142|5179|5754|6257|6347|7099|51141,NR3C1|PDE4B|PENK|PTK7|RXRB|CCL2|TLR4|INSIG2,-0.52
MyList,Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-2.2,2.5,3.1,30284,788,151,10,6.6,2,3329|5566|6347|7531|9780|10381|10762|22824|25842|90993,HSPD1|PRKACA|CCL2|YWHAE|PIEZO1|TUBB3|NUP50|HSPA4L|ASF1A|CREB3L1,-0.52
MyList,Reactome Gene Sets,6,R-HSA-170834,Signaling by TGF-beta Receptor Complex,,-2.2,8,4.3,30284,75,151,3,2,1.1,1025|2280|3693,CDK9|FKBP1A|ITGB5,-0.52
MyList,GO Biological Processes,19,GO:0071496,cellular response to external stimulus,19_GO:0050896 response to stimulus,-2.2,8,4.3,30284,75,151,3,2,1.1,355|7099|9780,FAS|TLR4|PIEZO1,-0.52
MyList,GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-2.2,2.7,3.2,30284,667,151,9,6,1.9,1627|4134|4139|4651|5754|5756|5962|8829|11135,DBN1|MAP4|MARK1|MYO10|PTK7|TWF1|RDX|NRP1|CDC42EP1,-0.51
MyList,GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-2.2,3.6,3.4,30284,331,151,6,4,1.6,18|444|4641|5566|7099|7531,ABAT|ASPH|MYO1C|PRKACA|TLR4|YWHAE,-0.51
MyList,GO Biological Processes,19,GO:0045087,innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,2.5,3.1,30284,791,151,10,6.6,2,629|718|1191|4641|4671|6347|7099|7791|8780|10955,CFB|C3|CLU|MYO1C|NAIP|CCL2|TLR4|ZYX|RIOK3|SERINC3,-0.51
MyList,GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-2.2,3.2,3.3,30284,437,151,7,4.6,1.7,18|316|595|3764|5142|7150|10060,ABAT|AOX1|CCND1|KCNJ8|PDE4B|TOP1|ABCC9,-0.51
MyList,GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-2.2,3.2,3.3,30284,437,151,7,4.6,1.7,355|595|718|5154|7099|8737|8829,FAS|CCND1|C3|PDGFA|TLR4|RIPK1|NRP1,-0.51
